,0.0,1e-15,2e-15,3.0000000000000002e-15,4e-15,5.000000000000001e-15,6.0000000000000005e-15,7e-15,8e-15,9.000000000000001e-15,1.0000000000000002e-14,1.1e-14,1.2000000000000001e-14,1.3000000000000001e-14,1.4e-14,1.5000000000000002e-14,1.6e-14,1.7e-14,1.8000000000000002e-14,1.9e-14,2.0000000000000003e-14,2.1000000000000002e-14,2.2e-14,2.3000000000000003e-14,2.4000000000000002e-14,2.5e-14,2.6000000000000003e-14,2.7000000000000002e-14,2.8e-14,2.9e-14,3.0000000000000005e-14,3.1e-14,3.2e-14,3.3000000000000005e-14,3.4e-14,3.5e-14,3.6000000000000004e-14,3.7e-14,3.8e-14,3.9000000000000004e-14,4.0000000000000006e-14,4.1e-14,4.2000000000000004e-14,4.3000000000000006e-14,4.4e-14,4.5000000000000004e-14,4.6000000000000006e-14,4.7e-14,4.8000000000000004e-14,4.9000000000000006e-14,5e-14,5.1000000000000004e-14,5.2000000000000006e-14,5.3e-14,5.4000000000000003e-14,5.5000000000000005e-14,5.6e-14,5.700000000000001e-14,5.8e-14,5.9e-14,6.000000000000001e-14,6.1e-14,6.2e-14,6.300000000000001e-14,6.4e-14,6.5e-14,6.600000000000001e-14,6.7e-14,6.8e-14,6.900000000000001e-14,7e-14,7.1e-14,7.200000000000001e-14,7.3e-14,7.4e-14,7.500000000000001e-14,7.6e-14,7.7e-14,7.800000000000001e-14,7.9e-14,8.000000000000001e-14,8.100000000000001e-14,8.2e-14,8.300000000000001e-14,8.400000000000001e-14,8.5e-14,8.600000000000001e-14,8.700000000000001e-14,8.8e-14,8.900000000000001e-14,9.000000000000001e-14,9.1e-14,9.200000000000001e-14,9.300000000000001e-14,9.4e-14,9.500000000000001e-14,9.600000000000001e-14,9.7e-14,9.800000000000001e-14,9.900000000000001e-14
0,1.0,1.0,0.5407407407407407,0.3111111111111111,0.17037037037037037,0.1111111111111111,0.044444444444444446,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
