Distances,Angles
1.730415258654639,168.64350304528494
2.357735451661573,121.88725557537231
1.8509155519251657,164.7866647287292
1.8397916659363567,170.55737263081122
1.8206385035944934,167.88163157415383
2.2166672355851054,155.077638154001
1.6364534155837833,173.9641856779962
1.793787701245477,170.12590534136032
2.059006343765817,155.7178238680172
1.9363291171294068,158.29508951390503
1.9177657156996581,168.0905877063308
1.6638297000291153,172.58926171326624
1.6078293877674492,163.38504537628214
2.0911514873137085,148.1205777373473
1.8800904119053543,169.46391682369745
1.8331833291323412,171.5721086402142
1.65789544693095,165.48444897272103
1.5613264360186299,158.6209275033155
1.9667055157679343,162.40549622560664
2.2025279510761155,156.01308672435437
2.0415999040578305,155.41219608238103
1.8964633492527276,176.89948211126347
1.7987903191842958,161.59998326083877
1.573981910316858,172.42856216871044
1.8800337279403274,153.36312629784874
2.3818809144161657,145.1789380325247
1.7644077756041074,168.7821255519213
2.077991532669571,164.85388524625583
2.080718311454993,166.20117459533623
1.75299954413368,170.9999622389108
2.193962903461221,148.06627440642725
2.03261936390592,173.47843063799013
2.0671765284510095,151.20786129498808
2.184262597859079,142.56897313055967
1.6348127820229559,166.73321880611635
1.9535018695725292,142.47156400089676
1.9520989334617103,138.35515584611187
2.2013823069698994,126.80651756240965
2.0702288329068064,136.38964275432787
1.7206806526149343,161.78352674875148
2.3510657307559915,135.5808912464759
1.7795394701986722,169.97930858620288
2.2890405390469404,141.84105021411472
2.013818068305803,172.7347955238246
1.9181472250971086,163.21953757585982
1.665857197549847,149.35412268094882
2.3453293863821316,162.91585506257022
1.7440703704789735,148.60605302547432
1.601759790215111,171.22092434017043
1.8723966860778278,159.51629311384107
2.0207107412596974,140.34367581936976
1.8642849919275701,153.5524176942131
2.0672783130742127,168.06893126857935
1.8577944736215044,147.93655822377315
1.8617974026429547,173.83313387481164
2.3185861764490334,144.28355928333374
2.1986582874341707,138.3977935439348
2.088550735078629,153.91887433207114
1.731222156348024,168.07549568864158
1.9475880331070694,149.18691095573627
1.5996632039234526,174.86018573707878
1.791566636670762,162.12648487035975
1.8095493618676624,157.09501436362018
2.0204261059666457,173.61790585975132
2.3887693507208643,128.98154234106642
1.83459214709947,159.11936963383033
1.6418068710478142,156.68291354934473
2.0754625029619307,176.98644646206998
1.634545781317571,170.44697818596347
1.8586055990532138,159.6398185481901
2.38336988565654,130.1813797838843
1.961392777167626,152.02331126267987
1.7162980653441908,158.34451903215964
2.3141617642221397,146.90890030348825
1.741643034867892,164.69068941109268
1.7096603124466259,165.65043681806225
1.5618570080588066,170.36792268836334
1.9334751866255575,166.3682494294622
1.7369783024151138,171.23791032242167
1.9147040990996405,167.26381152438438
1.9204057679760098,167.64332374255628
2.377357687542775,133.23491597299855
1.5651817403524295,172.47179836357972
2.415496921416819,163.7096726430321
1.6938567144432377,156.81537909300584
2.020799742936969,153.77064222014778
1.7376857212033658,179.18045357436685
1.8403587910763768,156.31426231300568
2.0886006239099757,154.31232253521028
1.5985480045045573,159.53779350486667
1.9882176363439372,162.26173879457727
1.6323733269657783,177.68704643235537
1.7919609604435374,167.07971878918434
1.852015780433437,143.5146153235557
1.4780120677814528,168.90837724648594
1.8796611675757493,148.47918008369254
1.7680054438001156,166.14953440092765
1.9319064428734163,164.52467637503054
1.9238361865305629,146.16094506562422
1.9788125552299245,150.6670833494351
1.6549526752863695,168.90225424135718
1.7478988756884,159.36295548083848
1.9401590571881526,132.74147473263622
1.6279564394130075,169.00170718152134
2.2735501996899448,130.48012927188705
1.9591299058309812,146.20314492459576
1.6983792724260813,166.6104507157518
2.12072618573228,161.38883336892354
2.2960536915490746,124.76217492539978
1.884968974077836,164.40346324782723
1.5340652078299417,167.7762828625138
2.1724776821555416,136.190133503903
1.8551220486983075,166.7876590811882
1.9537934475600938,161.88967977957137
1.9232063410384388,144.31209660185993
1.7379027579509128,169.44182814244215
1.6354532656451628,149.05111623531997
1.7938493492581797,153.15829226017516
2.1415689455069655,138.54983917997737
1.5750963153702542,160.14701933996812
1.9928751298274672,176.14599780063494
1.5032278266543533,178.48020305054573
1.9100848718086085,166.97297639166763
1.5708426002687887,173.4950771897442
2.096034610890638,134.22792559767916
2.0300381955319606,152.07935145178334
1.7413100885644335,151.04595206898105
1.8942090240892806,142.80614134110138
1.9048939053014284,156.2870600833951
2.127982697473562,149.6764433587407
1.7328832118199946,165.51388753583967
2.1293148912032533,136.57450940549683
1.6059139144971986,162.06887009209797
2.2915264726711686,139.93195470358282
1.7382111285470347,174.78815922864746
2.0899554728096805,153.3586890884473
1.9047390505420787,153.99907947867896
1.8316390369411693,171.09310549003337
1.589221985599726,148.79213809118565
1.7269587062687521,165.42567705471913
1.8062106764194301,172.86781979103432
1.9688902793062932,149.6409700686242
